row_id,strategy,category,wave_id,target_case_relpath,target_inputs_relpath,observed_solver,observed_selected_case,observed_selected_inputs,case_match,inputs_match,row_score,console_entries,max_attempt,total_rate_limit_retries,last_attempt_rate_limit_retries,last_run_directory
d78a69f22d771488,simple,RegTests,wave0,Exec/RegTests/Terrain2d_Cylinder,Exec/RegTests/Terrain2d_Cylinder/inputs,ERF,Exec/RegTests/Couette_Poiseuille,Exec/RegTests/Couette_Poiseuille/inputs_couette_y,0,0,0.0,1,1,1,1,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_052507_290315"
db4e657509d10746,simple,RegTests,wave0,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_WENO_Z,ERF,Exec/RegTests/Couette_Poiseuille,Exec/RegTests/Couette_Poiseuille/inputs_couette_y,0,0,0.0,1,1,5,5,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_053514_185116"
dea760769a6cda9c,simple,CanonicalFlows,wave0,Exec/CanonicalFlows/SuperCell_3D,Exec/CanonicalFlows/SuperCell_3D/inputs_moisture_Tissaoui,ERF,Exec/RegTests/Couette_Poiseuille,Exec/RegTests/Couette_Poiseuille/inputs_couette_y,0,0,0.0,1,1,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_053531_947030"
e22751b24f2fd087,simple,RegTests,wave0,Exec/RegTests/StokesSecondProblem,Exec/RegTests/StokesSecondProblem/inputs,ERF,Exec/RegTests/Couette_Poiseuille,Exec/RegTests/Couette_Poiseuille/inputs_couette_y,0,0,0.0,1,1,5,5,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_055054_265674"
e4dda71206cf700e,simple,RegTests,wave2,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_EB_anelastic,ERF,Exec/ABL,Exec/ABL/inputs_anel_most,0,0,0.0,1,1,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_055115_173151"
e4e660bdea33ede2,simple,RegTests,wave2,Exec/RegTests/IsentropicVortex,Exec/RegTests/IsentropicVortex/inputs_advecting_no_msf,ERF,Exec/ABL,Exec/ABL/inputs_deardorff_no_msf,0,0,0.0,1,1,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_055138_602516"
e865e13d142b3282,simple,RegTests,wave1,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_test_rayleigh,ERF,__FAILED_ROW__,__FAILED_ROW__,0,0,0.0,3,3,1,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_055305_259295"
efefa2fa3b6c6685,simple,CanonicalFlows,wave0,Exec/CanonicalFlows/SquallLine_2D,Exec/CanonicalFlows/SquallLine_2D/inputs_ml,ERF,Exec/CanonicalFlows/SquallLine_2D,Exec/CanonicalFlows/SquallLine_2D/inputs_moisture_SAM,1,0,0.7,1,1,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_055327_133801"
f03e0b5fcd298923,simple,RegTests,wave1,Exec/RegTests/Terrain3d_Hemisphere,Exec/RegTests/Terrain3d_Hemisphere/inputs_FittedMesh,ERF,__FAILED_ROW__,__FAILED_ROW__,0,0,0.0,3,3,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_055434_791959"
f4b7fbcf2fd600d8,simple,RegTests,wave1,Exec/RegTests/Bubble,Exec/RegTests/Bubble/inputs_BF02_moist_bubble_SAM,ERF,__FAILED_ROW__,__FAILED_ROW__,0,0,0.0,3,3,1,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_055708_731670"
f51acb0e294033b0,simple,ABL,wave2,Exec/ABL,Exec/ABL/inputs_GABLS1_deardorff,ERF,Exec/ABL,Exec/ABL/inputs_GABLS1_deardorff,1,1,1.0,1,1,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_055731_929831"
f5d00c4d9faa26b1,simple,RegTests,wave2,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_EB_anelastic_twolevel,ERF,__FAILED_ROW__,__FAILED_ROW__,0,0,0.0,3,3,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_055851_217317"
f7f0fe9b158bfc49,simple,ABL,wave0,Exec/ABL,Exec/ABL/inputs_vel_avg,ERF,Exec/ABL,Exec/ABL/inputs_vel_avg,1,1,1.0,1,1,1,1,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_060051_021220"
f806ff461babe232,simple,ABL,wave0,Exec/ABL,Exec/ABL/inputs_GABLS1_ysu,ERF,Exec/ABL,Exec/ABL/inputs_GABLS1_ysu,1,1,1.0,1,1,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_060116_332292"
f8ac8735c653a08a,simple,CanonicalFlows,wave0,Exec/CanonicalFlows/SquallLine_2D,Exec/CanonicalFlows/SquallLine_2D/inputs_moisture_Gabersek,ERF,Exec/CanonicalFlows/SquallLine_2D,Exec/CanonicalFlows/SquallLine_2D/inputs_moisture_Gabersek,1,1,1.0,1,1,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_060137_029311"
f9f6f930077c05b7,simple,RegTests,wave0,Exec/RegTests/Couette_Poiseuille,Exec/RegTests/Couette_Poiseuille/inputs_couette_x,ERF,Exec/RegTests/Couette_Poiseuille,Exec/RegTests/Couette_Poiseuille/inputs_couette_x,1,1,1.0,1,1,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_060154_962941"
fc44ea8611497ca0,simple,RegTests,wave2,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_WENO_Z,ERF,__FAILED_ROW__,__FAILED_ROW__,0,0,0.0,3,3,0,0,"results/track2/wave1_simple_20260313_144401/simple/run_20260314_060253_028085"
00d365989b09585d,hierarchical,DevTests,wave1,Exec/DevTests/Tornado,Exec/DevTests/Tornado/inputs_tornado_wrf_files_PBL_Smag2d,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_145217_187085"
019b835399b503b4,hierarchical,RegTests,wave1,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_diffuse_gaussian,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_150041_493524"
02b7f52302fe6ed9,hierarchical,ABL,wave0,Exec/ABL,Exec/ABL/inputs_deardorff_no_msf,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_150837_351079"
044aa002dd4dfd20,hierarchical,RegTests,wave1,Exec/RegTests/Terrain3d_Hemisphere,Exec/RegTests/Terrain3d_Hemisphere/inputs,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_151858_924916"
097d4e7bc5c12639,hierarchical,CanonicalFlows,wave1,Exec/CanonicalFlows/DensityCurrent,Exec/CanonicalFlows/DensityCurrent/inputs_fft,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_152655_480091"
0a50784987204f69,hierarchical,ABL,wave2,Exec/ABL,Exec/ABL/inputs_smagorinsky_msf,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_153608_724149"
100a3848527bbcf1,hierarchical,DevTests,wave1,Exec/DevTests/WindFarmTests/SingleTurbine/Fitch,Exec/DevTests/WindFarmTests/SingleTurbine/Fitch/inputs_1WT_x_y_Fitch,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_154412_013601"
16cafaa8bd6cb4c7,hierarchical,DevTests,wave1,Exec/DevTests/Hurricane,Exec/DevTests/Hurricane/inputs_20210819_Henri_NoAMR,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_155217_119727"
1d6f3de1dc69721c,hierarchical,RegTests,wave0,Exec/RegTests/Terrain3d_Hemisphere,Exec/RegTests/Terrain3d_Hemisphere/inputs_EB_twolevel,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_160035_207242"
2b0066345c5861a3,hierarchical,RegTests,wave2,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_diffuse_sine,PeleC,__FAILED_ROW__,__FAILED_ROW__,0,0,0.0,3,3,10,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_161808_427479"
2cffa38307036698,hierarchical,CanonicalFlows,wave1,Exec/CanonicalFlows/Channel_DNS,Exec/CanonicalFlows/Channel_DNS/inputs_channel,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_162713_277053"
33406d89e7d13ec8,hierarchical,ABL,wave1,Exec/ABL,Exec/ABL/inputs_GABLS1_deardorff,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_163635_921591"
35a4886cbb0b6d7a,hierarchical,ABL,wave0,Exec/ABL,Exec/ABL/inputs_smagorinsky_msf,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_164449_639495"
36ee01b9e53ba413,hierarchical,ABL,wave1,Exec/ABL,Exec/ABL/inputs.read,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_165503_958192"
39df8cb2bf580e53,hierarchical,CanonicalFlows,wave0,Exec/CanonicalFlows/DensityCurrent,Exec/CanonicalFlows/DensityCurrent/inputs_fft,PeleC,Exec/RegTests/TG,Exec/RegTests/TG/tg-2.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_170215_881011"
3fefb88b407d4111,hierarchical,RegTests,wave1,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_advdiffinflowoutflow,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_171300_154547"
40a94c16e74baa8b,hierarchical,RegTests,wave1,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_FittedMesh,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_172231_883210"
436a11512a1422de,hierarchical,RegTests,wave1,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_static_twolevel,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_173046_056882"
451e42f7895b87e8,hierarchical,RegTests,wave0,Exec/RegTests/ParticleTests,Exec/RegTests/ParticleTests/inputs_over_hill,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_174008_482891"
499f1b2839a700fd,hierarchical,RegTests,wave0,Exec/RegTests/Terrain2d_Cylinder,Exec/RegTests/Terrain2d_Cylinder/inputs_stretched_z_levels,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_174828_561294"
4a28e05d7ad8dddc,hierarchical,RegTests,wave2,Exec/RegTests/TaylorGreenVortex,Exec/RegTests/TaylorGreenVortex/inputs_multilevel,PeleLMeX,Exec/Production/NormalJet_OpenDomain,Exec/Production/NormalJet_OpenDomain/inputs.3d-regt,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_175752_454692"
4c2e15c7a2b1807e,hierarchical,RegTests,wave2,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_advect_shearU_no_msf,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_180724_116001"
4e49a70f9aa43608,hierarchical,CanonicalFlows,wave1,Exec/CanonicalFlows/SquallLine_2D,Exec/CanonicalFlows/SquallLine_2D/inputs_moisture_Morrison,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_181635_587445"
50fc59087cc65e41,hierarchical,CanonicalFlows,wave2,Exec/CanonicalFlows/DensityCurrent,Exec/CanonicalFlows/DensityCurrent/inputs_refsoln,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_182553_669307"
5502d952a197e044,hierarchical,DevTests,wave1,Exec/DevTests/DataAssimilation,Exec/DevTests/DataAssimilation/inputs_advecting_coarse,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_183409_213293"
55d65853b3dc5807,hierarchical,ABL,wave0,Exec/ABL,Exec/ABL/inputs_deardorff,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_184324_987068"
56c7b5f8607b9e2b,hierarchical,RegTests,wave0,Exec/RegTests/TaylorGreenVortex,Exec/RegTests/TaylorGreenVortex/inputs_multilevel,PeleLMeX,Exec/Production/NormalJet_OpenDomain,Exec/Production/NormalJet_OpenDomain/inputs.3d-regt,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_185246_842662"
57a35b822fb3fb63,hierarchical,ABL,wave2,Exec/ABL,Exec/ABL/inputs_deardorff,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_190151_127116"
58ac9ebd5dbe5287,hierarchical,RegTests,wave0,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_diffuse_gaussian,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_191001_542547"
5a5b55bd50b2195b,hierarchical,DevTests,wave0,Exec/DevTests/Tornado,Exec/DevTests/Tornado/inputs_tornado,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_191902_486987"
5b7211868a6fc7bd,hierarchical,RegTests,wave2,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_FittedMesh,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_192558_067372"
5bd21f3859c1c7ea,hierarchical,ABL,wave0,Exec/ABL/Scaling/Perlmutter,Exec/ABL/Scaling/Perlmutter/inputs_smagorinsky_StrongScaling,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_193508_822515"
5d36bcbbb3955583,hierarchical,RegTests,wave0,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_EB_anelastic,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_194220_676392"
5d6d8a3e782072e0,hierarchical,ABL,wave1,Exec/ABL/MYNN_Debug,Exec/ABL/MYNN_Debug/inputs_most_mynnedmf,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_195134_188333"
5dec9fb84c6b48e4,hierarchical,RegTests,wave1,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_advect_shearU_msf,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_200043_436508"
5df5fbeb43411485,hierarchical,DevTests,wave2,Exec/DevTests/WindFarmTests/SingleTurbine/Fitch,Exec/DevTests/WindFarmTests/SingleTurbine/Fitch/inputs_1WT_x_y_Fitch,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_200959_540806"
6037371246cbeaf9,hierarchical,ABL,wave0,Exec/ABL,Exec/ABL/inputs_most_msf,PeleC,Exec/RegTests/TG,Exec/RegTests/TG/tg-2.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_201926_341921"
61440a7571417cab,hierarchical,RegTests,wave1,Exec/RegTests/ImmersedForcingTest,Exec/RegTests/ImmersedForcingTest/inputs_if_terrain_plusBuilding,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_202836_641119"
625ddcabb2d84b45,hierarchical,CanonicalFlows,wave1,Exec/CanonicalFlows/Real_Terrain/Askervein,Exec/CanonicalFlows/Real_Terrain/Askervein/inputs_anel,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_203805_687362"
650ab438a4e15aa5,hierarchical,RegTests,wave1,Exec/RegTests/Couette_Poiseuille,Exec/RegTests/Couette_Poiseuille/inputs_couette_y,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_204740_528723"
661578fbae6c6c98,hierarchical,RegTests,wave1,Exec/RegTests/MetGrid,Exec/RegTests/MetGrid/inputs_metgrid,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_205803_989960"
6679b106b67a72c7,hierarchical,CanonicalFlows,wave2,Exec/CanonicalFlows/DensityCurrent,Exec/CanonicalFlows/DensityCurrent/inputs_crse_halfdomain,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_210611_677981"
67827a0a12f2782e,hierarchical,RegTests,wave0,Exec/RegTests/TurbulentInflow,Exec/RegTests/TurbulentInflow/inputs_multilevel_ABL_source,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_211533_277256"
67d45fafd496e5e1,hierarchical,DevTests,wave1,Exec/DevTests/TropicalCyclone,Exec/DevTests/TropicalCyclone/inputs,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,1,1,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_211654_263522"
683f741d537d6446,hierarchical,CanonicalFlows,wave2,Exec/CanonicalFlows/DensityCurrent,Exec/CanonicalFlows/DensityCurrent/inputs_fft,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_212608_571955"
6861a4cd9e823196,hierarchical,ABL,wave0,Exec/ABL/column_diffusion_test,Exec/ABL/column_diffusion_test/inputs_sfclay,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_213733_296430"
6d64255a9f75b7f0,hierarchical,ABL,wave1,Exec/ABL/Scaling/Aurora,Exec/ABL/Scaling/Aurora/inputs_smagorinsky_WeakScaling,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_214642_297856"
7072c3dac4e98d2c,hierarchical,DevTests,wave2,Exec/DevTests/WindFarmTests/SingleTurbine/EWP,Exec/DevTests/WindFarmTests/SingleTurbine/EWP/inputs_1WT_x_y_EWP,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_215605_145602"
75d5217a630e2f08,hierarchical,CanonicalFlows,wave0,Exec/CanonicalFlows/Canonical_LES/Stable_ABL,Exec/CanonicalFlows/Canonical_LES/Stable_ABL/inputs_with_const_massflux,PeleC,Exec/RegTests/TG,Exec/RegTests/TG/tg-2.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_220419_648836"
79451bce1b25f5b5,hierarchical,RegTests,wave1,Exec/RegTests/MovingTerrain,Exec/RegTests/MovingTerrain/inputs,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_221233_318305"
79c27203548041a9,hierarchical,CanonicalFlows,wave0,Exec/CanonicalFlows/Real_Terrain/Askervein,Exec/CanonicalFlows/Real_Terrain/Askervein/inputs_anel,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_222054_573252"
79e1a7439abda7e0,hierarchical,CanonicalFlows,wave1,Exec/CanonicalFlows/DensityCurrent,Exec/CanonicalFlows/DensityCurrent/inputs_hybrid_zlev,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_223015_547663"
7c133fd9955e3326,hierarchical,ABL,wave0,Exec/ABL,Exec/ABL/inputs_canopy,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_223953_935325"
7c2dbb058ae9dd01,hierarchical,ABL,wave2,Exec/ABL,Exec/ABL/inputs_most_test,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_224800_717150"
7d00c442b7e16ab1,hierarchical,DevTests,wave0,Exec/DevTests/WindFarmTests/SingleTurbine/SimpleActuatorDisk/WithTerrain,Exec/DevTests/WindFarmTests/SingleTurbine/SimpleActuatorDisk/WithTerrain/inputs_1WT_x_y,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_225612_484948"
83e8394891c2b4f5,hierarchical,CanonicalFlows,wave0,Exec/CanonicalFlows/EkmanSpiral,Exec/CanonicalFlows/EkmanSpiral/inputs_ideal,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_230533_935502"
83fe4a2b485cd186,hierarchical,RegTests,wave2,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_diffuse_no_msf,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_231459_051433"
882f54a5e0b15e95,hierarchical,RegTests,wave1,Exec/RegTests/IsentropicVortex,Exec/RegTests/IsentropicVortex/inputs_advecting_no_msf,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_232419_593546"
8910adb5f9352180,hierarchical,DevTests,wave1,Exec/DevTests/Shoc,Exec/DevTests/Shoc/inputs_shoc,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_233353_624502"
89daffe9760ad84b,hierarchical,RegTests,wave2,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_WENO,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_234411_002995"
8c07fcdb62c834d2,hierarchical,ABL,wave0,Exec/ABL,Exec/ABL/inputs_smagorinsky,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260313_235222_699080"
8db27d1f4b0ecf8d,hierarchical,RegTests,wave1,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_ml,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_000240_926360"
8f2c280dffb509c9,hierarchical,ABL,wave1,Exec/ABL/Scaling/Perlmutter,Exec/ABL/Scaling/Perlmutter/inputs_smagorinsky_WeakScaling,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_001157_575128"
